,A,B,C,D
0,4.758306906971614,2.0,1.2582819376676146,3.7583069069716144
1,-0.07633085914162763,2.0,-0.9657510222729103,-2.0763308591416276
2,1.062277338234211,2.0,1.2393170480425895,-0.937722661765789
3,1.309262803114325,2.0,0.46159683279252084,-0.690737196885675
4,2.714115386475096,2.0,0.013905291880758758,0.714115386475096
5,1.2552137950972528,2.0,0.9029586423406768,1.2552137950972528
6,-1.6067897356534373,2.0,-0.7589796905239786,-2.6067897356534373
7,3.278323116552545,2.0,-0.2413954535456435,3.278323116552545
8,2.4479887878005577,2.0,0.7203612633727575,1.4479887878005577
9,-0.3937471739149563,2.0,0.10696595841782486,-2.3937471739149565
10,-0.5382383067285692,2.0,1.3698309728449571,-0.5382383067285692
11,5.1678687975251485,2.0,2.669702598445431,5.1678687975251485
12,2.182870526103398,2.0,-0.3654281410176831,0.18287052610339805
13,3.9784848265887147,2.0,1.612579460136238,3.9784848265887147
14,1.2280869799752017,2.0,0.8788429220938089,0.22808697997520166
15,4.5432176890507066,2.0,1.4491613194458217,2.5432176890507066
16,3.3469821762619985,2.0,0.36205220320701825,2.3469821762619985
17,2.3515805324767465,2.0,-0.08451352171889015,0.3515805324767465
18,0.6190614124910824,2.0,-0.5540155086230166,-1.3809385875089175
19,-2.4610380388552318,2.0,-0.013544576541580982,-4.461038038855232
20,-1.203545868443688,2.0,0.3592471936641306,-2.2035458684436877
21,1.702401452725223,2.0,0.33438203669161887,-0.2975985472747771
22,-2.121103916157449,2.0,-0.8213254589959798,-4.121103916157449
23,-0.7455125841841728,2.0,-1.6854587062843878,-2.7455125841841728
24,-1.4950287558842916,2.0,-1.9701227548573683,-2.4950287558842916
25,0.12123402594801963,2.0,0.2773796364992432,-1.8787659740519804
26,0.6721991900564763,2.0,-0.9499855461961353,-0.3278008099435237
27,0.9663912881837216,2.0,-0.4798943667128582,-0.03360871181627845
28,2.8464727130003125,2.0,0.9022863644431226,0.8464727130003125
29,1.9168135444578787,2.0,1.3505055112390683,-0.08318645554212134
30,-0.9157862291220803,2.0,-0.3528432126565687,-0.9157862291220802
31,3.0618805968767395,2.0,1.1042949278922074,3.0618805968767395
32,-0.5767719016089442,2.0,0.458357267702601,-2.5767719016089443
33,2.707439371189827,2.0,0.08042611664538002,0.7074393711898268
34,2.1611065744074853,2.0,0.49929394379722336,0.16110657440748533
