,A,B,C,D,E,F
0,65.86035729850673,0.1804411207843411,0.0,-8.021000378784109,0.0,0.23971351436797347
1,1.0081863870214547,5.1615349952494265,0.0,-0.1839684245093567,0.0,0.11518880335077238
2,1.7862697977658837,16.951778971549547,0.0,-1.2519222405775416,0.0,-0.2658868762297849
3,1.5803347937816012,1.1818589891754008,0.0,-0.8130091392794658,0.0,0.01603967381822903
4,7.8851488612825165,2.093769956295524,0.0,-2.8007966317755524,0.0,-0.1398105965595269
5,0.7795864479516553,4.795222365923997,0.0,0.39585623192346153,0.0,-0.15049792145567933
6,2.948049566603302,5.373940936977345,0.0,-1.3392392695811812,0.0,-0.2330935254140238
7,-0.24752499907403458,2.899919110514172,0.0,0.4280983666108484,0.0,0.27902492420728264
8,2.609478331630852,18.63705225867864,0.0,-1.0449051614041964,0.0,0.051079201545419
9,2.887525996354231,2.1104449153573395,0.0,-1.6915126215841738,0.0,-0.12982249706650628
10,1.3635467721004058,16.236556062173687,0.0,1.2988143743012426,0.0,-0.14191850715054308
11,1.5949560102224178,12.353746009801169,0.0,0.27808270285929726,0.0,0.12728385789683008
12,12.373482089012953,0.008598076768271023,0.0,-3.2914090377220453,0.0,-0.17507989238287058
13,6.312367717658356,4.10113202143775,0.0,-2.5191505294837535,0.0,-0.3912837436671188
14,5.854284994753241,2.1273051438044313,0.0,-2.4170983513835496,0.0,0.3235716099383256
15,5.910791301929191,3.10808821177352,0.0,2.5239026292573765,0.0,0.2970968055040549
16,32.88671343534508,0.10537167214722531,0.0,-5.599295875066964,0.0,-0.13726250118009348
17,0.7567016443659885,21.17277748195102,0.0,0.9486660718223885,0.0,0.09693614812880719
18,0.6914941024933298,10.469047987727263,0.0,-0.8086294998241597,0.0,-0.10607854058936789
19,2.4377338955723706,0.17565040658439274,0.0,0.9554973612592585,0.0,0.07538759289668226
20,2.1687346534116183,0.024609247842651095,0.0,0.7930270153157559,0.0,0.13542441338031494
21,1.5402188179983145,0.0019793984161991128,0.0,0.008670545414595665,0.0,0.04777666040081343
22,5.193911854481367,9.974985779954553,0.0,2.346525545364666,0.0,0.3579245588982066
