,A,B,C,D,E,F
0,3.569017245242007,-2.0,2.062011551442174,-1.8789705447954306,-0.6998720355306282,2.643389625958634
1,1.4124198746062262,-2.0,0.5677447707397016,1.172148854699375,-1.7513493095725008,2.479292454261953
2,3.3551314524550166,-2.0,-1.4697083025959814,1.821165702351614,-2.072960161215162,0.7356154916689858
3,8.404751311995165,-2.0,0.44884294740489006,-2.8924495457936676,-0.4249016077679094,0.5077442615553099
4,0.7723952184635436,-2.0,-1.053484073152892,0.8566844701699536,-2.3136120410954786,1.8547406073611334
5,1.4379699509863213,-2.0,0.5339493266024136,-1.1829974699690409,-0.7898907459737973,1.5420405211610437
6,0.12109179434636219,-2.0,0.3965733483614432,0.28741060751682906,-0.07156351207702638,0.6246587694784154
7,1.3239848657933215,-2.0,-0.21971131515539097,-1.133798010564559,-1.0875300086158397,1.216076277289658
8,2.1137141348061665,-2.0,0.7747145733876513,1.4405648884284932,-1.867172866101496,2.8358378082717297
9,2.5010044274372962,-2.0,2.345635989187788,-1.5692410555437704,-0.9902966602816393,3.5161825177705532
10,2.6086356090913494,-2.0,3.6102232318922725,-1.6031683230584928,0.8239396630081453,2.6242356582330233
11,0.3316523681176354,-2.0,-0.4404650545928336,0.5414475330855852,-2.383395100998636,2.0365676817808214
12,0.29699084738988785,-2.0,0.883367534233727,0.5084327982700549,-0.7087415163881309,2.0645233555752185
13,1.752438679455537,-2.0,1.7105573832327587,-1.309179797591747,-0.6807356140083946,2.770317992419251
14,19.964014380447992,-2.0,0.6050920402661689,-4.463801904589273,1.2270732486256744,-0.6524814508000102
15,1.0587359101175025,-2.0,0.5306154974809079,-1.0100737463593106,-0.703070244108173,1.0270885609784408
16,2.5618314208857758,-2.0,1.0694606986661948,1.5885038507515827,-1.0581911995470845,1.9756933647552022
17,29.869885411065056,-2.0,-0.6399699153995041,-5.461812746152314,-1.1002890994549888,-0.08957482832050223
18,2.7547198839825393,-2.0,1.6466840609892028,-1.64809979884392,-0.8483452781403407,2.52204654715893
19,0.3742059163532253,-2.0,0.42173251691605806,0.5794126157757146,-0.48500537407596955,1.1369277215367002
20,0.10043259255891485,-2.0,-0.19745281799675435,0.24888884170598202,-0.7958141285526709,0.598769941742465
21,3.8531940875683546,-2.0,-3.214058079590324,-1.9531275305353681,-0.7451111333668713,-2.538361731675859
22,0.11224346088818249,-2.0,0.4763298967316927,-0.2715815234050598,-0.779314139420387,0.9313713392066489
23,0.08074187424829982,-2.0,0.10911486114633591,-0.20556005744095895,-0.10664445763363706,-0.2469896726373012
24,0.1419527013884283,-2.0,-0.10337745914217827,-0.3216609462699176,-2.6249714786864913,2.550050598472602
25,2.831775582696504,-2.0,-3.144548352598112,-1.6713134492558044,-1.5174843774406228,-1.371153997431432
26,8.88165598564141,-2.0,-0.4596046316450375,-2.973746634904904,-1.5933767936610308,0.7556675618233006
27,0.2425533213335768,-2.0,-0.37941127323271007,0.4517370743036344,-0.890997569310625,0.4261209179539632
28,34.94227782711885,-2.0,1.072134090943709,-5.907943033754276,-0.5906272063763816,1.1765417129944276
29,0.1427479723583407,-2.0,-0.19278383331980334,-0.3228947743850483,-1.0085510997209308,0.8207045137119301
