,A,B,C,D,E,F
0,4.212835986805483,4.691425510326962,-1.6210080745759745,2.0,-0.002909431765673487,-1.0893720384573253
1,3.284623270198023,2.8213995334378286,0.2266805210358675,2.0,-0.9738064190643239,0.8490780167651659
2,3.4593794954781867,2.456591671831535,-0.8522813013571366,2.0,-2.4189580228670446,1.7001499165676697
3,3.383265802426905,8.870977882546573,-2.0610289619660005,2.0,-1.2699334768090047,-0.8598239353841739
4,5.055381624501201,6.88979815239258,0.7885073049597953,2.0,4.89822090289736,-3.576825797696553
5,5.229753885951056,0.08996403874692888,0.08827856546884107,2.0,1.3623540289654117,-1.0008009474832824
6,3.7654402528596425,8.341412683814742,-0.2529218955217885,2.0,-0.6877852731030994,0.5670735280917395
7,3.3781560169626443,3.6855991778768615,0.17197439058617653,2.0,-2.3699960221964305,2.650240603192807
8,5.1841110373839685,0.31655612120229987,-1.246982734475469,2.0,-1.897047738936195,0.5032106152538623
9,4.157436244723855,1.6472324110876595,1.4178686795066369,2.0,-0.9107242852386341,2.134742739273314
10,5.002132686387598,5.588624319629968,0.8749147735911713,2.0,0.987801051812875,-0.2588698132596945
11,3.904640000498336,10.66016262440234,0.9740022239004326,2.0,-1.3058010608247201,2.1799319011026896
12,5.23140800397812,0.06915012679299778,-0.21902582635409962,2.0,1.4654007969943064,-1.771796024077795
13,3.2384120051159497,9.520878286941944,1.2773903630269692,2.0,-1.1718687672528927,2.2251228701244314
14,3.427517317805411,2.508633500644909,-0.17360235368661436,2.0,-1.8887032557936005,1.6597679548321436
15,4.605098327918376,1.190387171421483,1.7922836560626436,2.0,-0.6349919408157856,2.871247319191622
16,3.5169164069108043,3.9130699126837687,1.1970384012645534,2.0,-2.215036469570831,3.2578583390943474
17,3.2793096934000614,3.444449861691428,-2.292804901940513,2.0,-1.0961551395936353,-1.1150907637601137
18,4.160994064395008,4.6395206545066605,-0.893172765917412,2.0,-2.3350110006422984,1.4218281387228382
19,5.087834371953447,0.5471005334738819,2.109121559893418,2.0,1.0217378857469983,1.353138648762663
20,4.996832891173097,0.7028006377319516,-1.799339798841527,2.0,1.557113356704853,-3.268256973911127
21,5.233408935536217,0.027893050121348576,2.065947250690729,2.0,-1.8313670419058856,4.049724384073733
22,5.161415766066547,0.38281224718039564,0.8812354615506486,2.0,-1.951990508763548,2.6254618744162888
23,5.212358737328813,6.490627981449024,-1.3158494085459234,2.0,-0.5370524551788153,-0.26273579530281477
24,4.810531191086066,0.9560720834375458,1.6155507437689356,2.0,-1.434625944755092,2.8337112013909063
25,5.201312371085887,0.255589417901704,0.3297743135655163,2.0,-1.61368674514889,2.355952626459701
26,5.20391911766925,0.24506648598843084,0.1465603088592144,2.0,-2.3775190649886624,3.2918842025645523
27,5.232800096162402,25.17741764894452,0.5626087364408909,2.0,1.1262062572403848,-0.6604375801916045
28,3.2342810494743213,3.1726785649855493,-2.442282018396147,2.0,-1.471926720898447,-1.3023150136056856
29,5.193471969412787,0.284955909934829,1.5432120100242404,2.0,-1.365709476867465,2.906510023964529
