,A,B,C,D
0,-2.0,0.047241524655876055,-1.7493579542040605,-2.047241524655876
1,-2.0,-0.2431238402719736,-0.2579691783558403,-0.7568761597280265
2,-2.0,0.4564195596621029,1.4448608638697136,-1.4564195596621028
3,-2.0,0.028734110099331522,0.48783289615907655,-1.0287341100993315
4,-2.0,-0.05989447580176088,0.22076279312040425,-0.9401055241982391
5,-2.0,-0.26666165157935084,0.7178727188049513,-1.733338348420649
6,-2.0,1.2645480723326874,-0.5716824781980534,-3.2645480723326874
7,-2.0,-0.09542785551001753,1.5997451179818656,-0.9045721444899825
8,-2.0,0.024057862261234964,0.9217794374925082,-1.0240578622612349
9,-2.0,-0.5425775641832222,0.37330409857146685,-1.4574224358167778
10,-2.0,0.7280579073882578,-1.3337433115373916,-1.7280579073882578
11,-2.0,-0.0022188369592620605,1.124311486737794,-1.997781163040738
12,-2.0,-0.09417560934452229,1.5159111392202993,-1.9058243906554777
13,-2.0,-0.4981032674785376,-0.9011342626672547,-1.5018967325214625
14,-2.0,-0.30751099030576357,-2.2439479579324164,-0.6924890096942364
15,-2.0,-0.16053974329482723,-1.315972877684341,-0.8394602567051728
16,-2.0,-0.6025450922508592,2.478211087642432,-1.397454907749141
17,-2.0,1.3720632821188685,1.6701229116207248,-1.3720632821188685
18,-2.0,0.5245356769080437,-0.17266206920834154,-1.5245356769080436
19,-2.0,-0.31104864980740865,-1.3915319755740228,-1.6889513501925912
20,-2.0,1.5088578372323118,-0.40802625790127006,-3.508857837232312
21,-2.0,-0.2961917211968703,1.5117388849538231,-1.7038082788031297
22,-2.0,0.26540430012632477,2.2566282231501713,-2.265404300126325
23,-2.0,0.1797566571205601,0.21144721191118904,-1.17975665712056
24,-2.0,1.3960996414254234,-0.1513698358627763,-2.3960996414254234
25,-2.0,-0.48894697834270795,-0.5012600954326094,-0.511053021657292
26,-2.0,-0.5248422195425917,1.17632026095789,-0.4751577804574083
27,-2.0,0.26168010157900357,-1.7813630377911367,-1.2616801015790036
28,-2.0,-0.44853575490594033,0.11088790688904815,-1.5514642450940597
29,-2.0,0.9824319068801293,-1.5403072440080354,-2.9824319068801293
30,-2.0,-0.24789111036576394,1.0897133791323776,-1.752108889634236
