,A,B,C,D
0,1.0064190028975248,-2.0,0.25408062151593197,4.006419002897525
1,1.4648757027560957,-2.0,-0.9232998806354478,5.464875702756096
2,0.8958488422263338,-2.0,-0.1774129675317941,3.895848842226334
3,4.8500252340970444,-2.0,-0.6522931224083264,6.8500252340970444
4,2.636937245645483,-2.0,1.874717988912137,6.636937245645483
5,1.9566828202158706,-2.0,2.247555500577165,3.9566828202158706
6,2.690459324685042,-2.0,1.4452686981400482,6.690459324685042
7,-0.8359506034445212,-2.0,0.7576838022343788,2.1640493965554786
8,3.095658562691217,-2.0,2.3481180539813447,5.0956585626912165
9,-0.4864101578098976,-2.0,-1.508997049186602,2.513589842190102
10,0.32090266859948136,-2.0,-1.4450760166086134,3.3209026685994814
11,0.554357740186784,-2.0,-0.7219731821295688,3.554357740186784
12,0.022887704925349972,-2.0,-2.432866422992685,2.02288770492535
13,2.5581636028207297,-2.0,1.6212784776493305,5.55816360282073
14,2.1953201663488073,-2.0,1.1846586867972468,4.195320166348807
15,2.138257162256824,-2.0,0.6227834148618994,6.138257162256824
16,0.9902042205859305,-2.0,1.6981441973415052,3.9902042205859303
17,1.0313124459719796,-2.0,-0.1421707534434952,4.031312445971979
18,-1.0396933669178727,-2.0,-2.0042164539280596,2.9603066330821273
19,-1.016645099518853,-2.0,1.583485692086364,2.983354900481147
20,1.7439605219093175,-2.0,0.7665280415357697,3.7439605219093175
21,2.5243890901785333,-2.0,-0.5260903386415836,6.524389090178533
22,1.7197864082274061,-2.0,0.32303778209379785,4.719786408227407
23,-0.4246753078851257,-2.0,-0.11750630756129204,3.575324692114874
24,1.5003458233928884,-2.0,-0.2892664938521479,5.500345823392888
25,2.3999885682019926,-2.0,1.7098161830624017,6.399988568201993
26,2.761888072551146,-2.0,-0.7368101715969329,4.761888072551146
27,4.218153446084137,-2.0,1.6789418569702024,6.218153446084137
28,3.153963757451252,-2.0,1.5117578060842536,5.153963757451252
29,0.7570664616495884,-2.0,-0.9906714343031235,3.7570664616495884
30,2.7179796950435655,-2.0,1.1773683015086753,4.7179796950435655
31,0.27384426042571686,-2.0,-0.13572593308901895,2.273844260425717
32,-0.3826451847701592,-2.0,-0.8102202316308651,2.6173548152298407
33,1.4783601319272803,-2.0,0.006813496501587801,3.47836013192728
34,1.3959967501376056,-2.0,0.3649425271756589,3.3959967501376056
35,2.828613011692881,-2.0,1.436975839583463,4.828613011692881
36,4.964892212258902,-2.0,-0.4138507940260057,6.964892212258902
37,1.9602933449363196,-2.0,-0.9941023321625506,4.96029334493632
38,5.297553807498835,-2.0,1.1614619975209712,8.297553807498835
39,2.1430824472350825,-2.0,-0.07908044989824617,4.1430824472350825
40,0.8499373372001446,-2.0,1.3320511610993517,3.849937337200145
41,-0.6250877915818307,-2.0,-1.6956820465021634,1.3749122084181693
42,0.7861088265838725,-2.0,-0.8047700275885674,2.7861088265838725
43,2.0821954030400214,-2.0,0.006295017558672084,4.082195403040021
44,1.1559890564790058,-2.0,0.5328573203330221,3.155989056479006
45,0.7611361619555806,-2.0,-0.23286291064057466,2.7611361619555805
