,A,B,C,D
0,2.2474686841169826,-0.005891209347562154,2.0,4.253359893464546
1,8.23102885188383,1.4682849102329332,2.0,7.762743941650896
2,2.6589495681535755,1.251529568117257,2.0,2.4074200000363186
3,1.8071064380491046,-0.09833929044700829,2.0,2.905445728496113
4,3.2917348818691963,1.1935165561396772,2.0,3.098218325729519
5,4.396277349714551,1.408526007177105,2.0,4.987751342537446
6,2.565345640516428,1.490206665397655,2.0,1.0751389751187732
7,2.2614861613955233,-0.1793670629023374,2.0,2.440853224297861
8,1.8739743715907125,-0.4620747339080541,2.0,3.3360491054987667
9,-0.5646770364332374,-0.7504223482790202,2.0,1.1857453118457828
10,3.1105431826930072,0.9823792213054494,2.0,4.128163961387558
11,3.044015296889189,0.2993473944865661,2.0,2.744667902402623
12,2.413370651333405,0.37343159803792964,2.0,3.0399390532954755
13,2.1503678209930284,-0.143947512531163,2.0,2.2943153335241915
14,0.38725058054020955,-0.003124287314863805,2.0,1.3903748678550734
15,4.005662867090304,0.960993834620356,2.0,3.0446690324699475
16,2.4228151219330742,0.058414498708733165,2.0,4.364400623224341
17,2.207853830535594,-0.1421474237218251,2.0,2.3500012542574193
18,2.985174965507773,0.9685011669664068,2.0,3.0166737985413663
19,3.374216634976186,0.38420451360945096,2.0,4.990012121366735
20,3.3608897148372425,-0.32050716397782963,2.0,4.681396878815072
21,3.5003828655612157,-0.46748364796558944,2.0,3.967866513526805
22,2.3852922074268075,0.5547689176070536,2.0,1.8305232898197539
23,4.971802921227722,-0.08796226514368688,2.0,6.059765186371409
24,1.0581818927435724,0.1458798996612245,2.0,0.9123019930823479
25,2.227659529408829,-0.6455083203152376,2.0,2.8731678497240667
26,2.97882494927605,0.3433177379878116,2.0,2.6355072112882385
27,2.0807614080288612,0.7083158610225202,2.0,1.372445547006341
28,2.627215866074081,-0.154691721535268,2.0,2.781907587609349
29,2.544315489989671,-0.20931847239450507,2.0,3.753633962384176
30,2.5197343321723267,-0.2265525128830167,2.0,3.7462868450553435
31,2.5960532570371893,-0.33789391492388576,2.0,3.933947171961075
32,3.8357654242471124,0.3100350989622792,2.0,3.525730325284833
33,4.706230938824025,1.5792679027717298,2.0,4.126963036052295
34,3.799069641506363,0.11228125564911173,2.0,3.686788385857251
35,3.6817067961752388,0.06253777107264091,2.0,5.619169025102598
36,-1.9883084582391808,-0.05840350799662486,2.0,-0.9299049502425559
37,3.8898954677583713,-0.3291709036712157,2.0,4.219066371429587
38,0.06992258174064325,1.7987513619615965,2.0,-0.7288287802209532
39,3.5823233144792583,0.2457443297362254,2.0,5.336578984743033
40,4.454772443134665,0.11884459443560269,2.0,4.335927848699063
41,0.7543393659153943,-0.5430883781395663,2.0,2.2974277440549606
42,1.7532700888942734,-0.37068508033335656,2.0,3.1239551692276297
43,1.6712632137806813,-0.29544251758645257,2.0,2.966705731367134
44,3.330174610433894,1.125636317556288,2.0,2.204538292877606
45,0.10322493085380913,0.11336415961491153,2.0,-0.010139228761102403
46,2.9541582105504722,0.773067260731511,2.0,3.1810909498189615
47,3.964355466679031,-0.357247963278989,2.0,4.32160342995802
48,3.850852032598271,0.6697500237959235,2.0,5.1811020088023465
49,1.5473520888346972,0.06127282194569661,2.0,3.4860792668890004
50,1.000007937269776,-0.7061250025828374,2.0,2.7061329398526137
51,3.422733282580168,-0.17586358602630603,2.0,5.598596868606474
52,5.164998528420266,-0.5761802018997977,2.0,6.741178730320064
53,4.031146106580554,1.6372560770166964,2.0,3.3938900295638574
54,-2.2229738937452,0.6708367404008226,2.0,-1.8938106341460228
55,7.834343976628003,1.0370355161390206,2.0,7.797308460488981
56,2.7155486925588805,-0.3652417578573348,2.0,4.080790450416215
57,3.2536330497961066,-0.5089976505654478,2.0,3.7626307003615542
58,2.3002722071200354,-0.21958425872757792,2.0,2.5198564658476132
59,2.9742830654732013,0.7631461142415209,2.0,2.2111369512316803
60,3.5470409493325423,-0.31605947933888023,2.0,5.863100428671423
61,4.315757674727872,0.11952110071844169,2.0,6.196236574009431
62,0.5535755325385581,1.0367909513996196,2.0,-0.48321541886106156
63,3.358030736574487,-0.3329237939814856,2.0,3.6909545305559726
64,-0.2803110667265738,1.2328375110058383,2.0,-0.5131485777324121
65,4.924583191580138,-0.23279328066591848,2.0,5.157376472246056
66,1.9542663271804073,-0.4130933109655536,2.0,2.367359638145961
67,2.9526117676807924,0.9009972085291151,2.0,2.0516145591516772
68,2.4777370290318035,-0.1929855941409181,2.0,2.6707226231727215
69,3.2714456248578188,0.5622045774579275,2.0,2.709241047399891
70,2.5967252435339314,1.479421884320341,2.0,1.1173033592135904
71,3.9709646521179516,-0.246389982929211,2.0,4.217354635047163
72,4.391348946801966,-0.4689059183782499,2.0,4.860254865180217
73,3.461934551689531,-0.042215574063913186,2.0,3.504150125753444
74,1.6545437515544947,-0.12611493507163996,2.0,1.7806586866261347
75,-1.4316200788687272,-0.2939102762849508,2.0,-1.1377098025837764
76,2.9626824202090347,0.3005377347894145,2.0,2.6621446854196202
77,2.9579410371741375,0.6396256452534657,2.0,3.318315391920672
78,-0.867708069538287,-0.001524815817807057,2.0,0.13381674627952
79,2.8060150742908516,-0.043667942024822826,2.0,3.8496830163156743
80,4.783621236891255,-0.11300924588181716,2.0,4.896630482773072
81,3.3271455514349335,0.1360098758943265,2.0,3.191135675540607
82,2.9640326385147864,1.198496448125601,2.0,3.7655361903891853
83,3.050137673363275,0.5257234334588636,2.0,4.524414239904411
84,1.6387262740732302,-0.6690133632075868,2.0,4.307739637280816
85,3.195993462262509,1.5856743948037304,2.0,1.6103190674587784
86,1.8445424514011046,-0.4771553561053169,2.0,2.3216978075064216
87,0.1426318187181561,-0.6624217479468875,2.0,0.8050535666650436
88,3.7700915623607463,-0.14332401484366697,2.0,3.9134155772044132
89,3.0506021393024922,0.5025028102802798,2.0,2.5480993290222127
90,2.8458222637671846,0.8892203055847842,2.0,3.9566019581824
91,2.905891555184628,1.4568461988584722,2.0,3.449045356326155
92,2.355110762164238,-0.5532550817784232,2.0,2.9083658439426614
93,2.1157795810045372,0.4878667009681855,2.0,1.6279128800363516
94,3.48408349364258,0.31089998936464835,2.0,3.1731835042779317
95,3.044146052944008,0.34995168143499433,2.0,2.6941943715090133
96,2.824121582807565,-0.05221842335062454,2.0,2.87634000615819
97,2.91460784420146,0.5264966696858193,2.0,2.3881111745156405
98,3.330788839508006,0.274396078195846,2.0,5.056392761312161
99,3.0243760086553184,0.8886210369883262,2.0,3.135754971666992
